hip,name,bayer,flamsteed
116805,,κ,19
116820,,μ,
116889,,,103
116901,,,104
116904,,,104
116928,,λ,18
116971,,ω²,105
116972,,,76
117020,,,77
117073,,,78
117089,,,106
117218,,,107
117221,,ψ,20
117245,,,19
117301,,τ,5
117315,,σ,
117375,,,20
117447,,,6
117452,,δ,
117491,,,21
117500,,,79
117628,,,80
117629,,,108
117683,,,22
117689,,γ¹,
117718,,φ,81
117730,,,82
117761,,,24
117774,,,25
117863,,ρ,7
117927,,,26
118114,,γ²,
118121,,η,
118131,,ψ,84
118178,,,1
118209,,,27
118234,,π,
118243,,σ,8
118268,,ω,28
118319,Axólotl,,
118322,,ε,
